,hmid,predicted_category
25125,113583,achievement
25126,113584,affection
25127,113585,achievement
25128,113586,achievement
25129,113587,affection
25130,113588,achievement
25131,113589,affection
25132,113590,achievement
25133,113591,leisure
25134,113592,enjoy_the_moment
25135,113593,enjoy_the_moment
25136,113594,achievement
25137,113595,achievement
25138,113596,affection
25139,113597,affection
25140,113598,nature
25141,113599,affection
25142,113600,affection
25143,113601,achievement
25144,113602,enjoy_the_moment
25145,113603,affection
25146,113604,achievement
25147,113606,affection
25148,113607,nature
25149,113608,bonding
25150,113609,enjoy_the_moment
25151,113610,affection
25152,113611,bonding
25153,113612,achievement
25154,113613,achievement
25155,113614,achievement
25156,113615,achievement
25157,113616,achievement
25158,113617,achievement
25159,113618,affection
25160,113619,enjoy_the_moment
25161,113620,achievement
25162,113621,affection
25163,113622,enjoy_the_moment
25164,113623,achievement
25165,113624,bonding
25166,113625,enjoy_the_moment
25167,113626,bonding
25168,113627,bonding
25169,113628,bonding
25170,113629,achievement
25171,113630,achievement
25172,113631,affection
25173,113632,bonding
25174,113633,affection
25175,113634,affection
25176,113635,achievement
25177,113636,affection
25178,113637,achievement
25179,113638,achievement
25180,113639,enjoy_the_moment
25181,113640,achievement
25182,113641,achievement
25183,113642,enjoy_the_moment
25184,113643,affection
25185,113644,achievement
25186,113645,affection
25187,113646,exercise
25188,113647,achievement
25189,113648,bonding
25190,113649,achievement
25191,113650,achievement
25192,113651,enjoy_the_moment
25193,113652,exercise
25194,113653,leisure
25195,113654,leisure
25196,113655,achievement
25197,113656,affection
25198,113657,achievement
25199,113658,exercise
25200,113659,affection
25201,113660,enjoy_the_moment
25202,113661,achievement
25203,113662,nature
25204,113663,bonding
25205,113664,bonding
25206,113665,achievement
25207,113666,enjoy_the_moment
25208,113667,achievement
25209,113668,affection
25210,113669,bonding
25211,113670,affection
25212,113671,enjoy_the_moment
25213,113672,enjoy_the_moment
25214,113673,affection
25215,113674,affection
25216,113675,achievement
25217,113676,achievement
25218,113677,achievement
25219,113678,achievement
25220,113679,leisure
25221,113680,affection
25222,113681,enjoy_the_moment
25223,113682,enjoy_the_moment
25224,113683,affection
25225,113684,enjoy_the_moment
25226,113685,bonding
25227,113686,affection
25228,113687,affection
25229,113689,enjoy_the_moment
25230,113691,achievement
25231,113692,achievement
25232,113693,exercise
25233,113694,exercise
25234,113695,nature
25235,113696,bonding
25236,113697,affection
25237,113698,achievement
25238,113699,enjoy_the_moment
25239,113700,enjoy_the_moment
25240,113701,enjoy_the_moment
25241,113702,achievement
25242,113703,achievement
25243,113704,achievement
25244,113705,enjoy_the_moment
25245,113706,nature
25246,113707,leisure
25247,113708,achievement
25248,113709,affection
25249,113710,enjoy_the_moment
25250,113711,affection
25251,113712,affection
25252,113713,affection
25253,113714,affection
25254,113715,enjoy_the_moment
25255,113716,leisure
25256,113717,achievement
25257,113718,affection
25258,113719,enjoy_the_moment
25259,113720,achievement
25260,113721,affection
25261,113722,affection
25262,113723,achievement
25263,113724,leisure
25264,113725,achievement
25265,113726,achievement
25266,113727,nature
25267,113728,enjoy_the_moment
25268,113729,affection
25269,113730,achievement
25270,113731,affection
25271,113732,affection
25272,113733,affection
25273,113734,enjoy_the_moment
25274,113735,leisure
25275,113736,affection
25276,113737,achievement
25277,113738,enjoy_the_moment
25278,113739,achievement
25279,113740,leisure
25280,113741,achievement
25281,113742,leisure
25282,113743,affection
25283,113744,affection
25284,113745,affection
25285,113746,achievement
25286,113747,achievement
25287,113748,enjoy_the_moment
25288,113749,affection
25289,113750,enjoy_the_moment
25290,113751,enjoy_the_moment
25291,113752,affection
25292,113753,achievement
25293,113754,enjoy_the_moment
25294,113755,affection
25295,113756,affection
25296,113757,enjoy_the_moment
25297,113758,affection
25298,113759,achievement
25299,113760,achievement
25300,113761,affection
25301,113762,achievement
25302,113763,bonding
25303,113764,exercise
25304,113765,nature
25305,113766,achievement
25306,113767,achievement
25307,113768,enjoy_the_moment
25308,113769,achievement
25309,113770,achievement
25310,113771,enjoy_the_moment
25311,113772,affection
25312,113773,achievement
25313,113774,affection
25314,113775,affection
25315,113776,affection
25316,113777,affection
25317,113778,achievement
25318,113779,enjoy_the_moment
25319,113780,affection
25320,113781,affection
25321,113782,enjoy_the_moment
25322,113783,achievement
25323,113784,enjoy_the_moment
25324,113785,achievement
25325,113786,enjoy_the_moment
25326,113787,achievement
25327,113788,enjoy_the_moment
25328,113789,affection
25329,113790,enjoy_the_moment
25330,113791,affection
25331,113792,achievement
25332,113793,affection
25333,113794,affection
25334,113795,bonding
25335,113796,bonding
25336,113797,achievement
25337,113798,leisure
25338,113799,achievement
25339,113800,enjoy_the_moment
25340,113801,leisure
25341,113802,achievement
25342,113803,affection
25343,113804,achievement
25344,113805,affection
25345,113806,affection
25346,113807,affection
25347,113808,bonding
25348,113809,achievement
25349,113810,affection
25350,113811,leisure
25351,113812,leisure
25352,113813,achievement
25353,113814,achievement
25354,113815,affection
25355,113816,affection
25356,113817,bonding
25357,113818,bonding
25358,113819,achievement
25359,113820,nature
25360,113821,bonding
25361,113822,achievement
25362,113823,achievement
25363,113824,bonding
25364,113825,achievement
25365,113826,achievement
25366,113827,achievement
25367,113828,achievement
25368,113829,leisure
25369,113830,achievement
25370,113831,affection
25371,113832,bonding
25372,113833,achievement
25373,113834,affection
25374,113835,enjoy_the_moment
25375,113836,achievement
25376,113837,affection
25377,113838,achievement
25378,113839,affection
25379,113840,achievement
25380,113841,leisure
25381,113842,affection
25382,113843,enjoy_the_moment
25383,113844,achievement
25384,113845,enjoy_the_moment
25385,113846,leisure
25386,113847,achievement
25387,113848,achievement
25388,113849,achievement
25389,113850,achievement
25390,113851,affection
25391,113852,achievement
25392,113853,enjoy_the_moment
25393,113854,leisure
25394,113855,bonding
25395,113856,achievement
25396,113857,bonding
25397,113858,achievement
25398,113859,enjoy_the_moment
25399,113860,affection
25400,113861,leisure
25401,113862,enjoy_the_moment
25402,113863,enjoy_the_moment
25403,113864,affection
25404,113865,achievement
25405,113866,bonding
25406,113867,achievement
25407,113868,achievement
25408,113869,enjoy_the_moment
25409,113870,enjoy_the_moment
25410,113871,enjoy_the_moment
25411,113872,achievement
25412,113873,achievement
25413,113874,leisure
25414,113875,affection
25415,113876,affection
25416,113877,enjoy_the_moment
25417,113878,leisure
25418,113879,achievement
25419,113880,affection
25420,113881,affection
25421,113882,affection
25422,113883,achievement
25423,113884,affection
25424,113885,achievement
25425,113886,bonding
25426,113887,bonding
25427,113888,achievement
25428,113889,affection
25429,113890,affection
25430,113891,achievement
25431,113892,affection
25432,113893,affection
25433,113894,achievement
25434,113895,bonding
25435,113896,achievement
25436,113897,achievement
25437,113898,affection
25438,113899,affection
25439,113900,leisure
25440,113901,affection
25441,113902,achievement
25442,113903,affection
25443,113904,enjoy_the_moment
25444,113905,bonding
25445,113906,affection
25446,113907,achievement
25447,113908,enjoy_the_moment
25448,113909,achievement
25449,113910,achievement
25450,113911,enjoy_the_moment
25451,113912,achievement
25452,113913,affection
25453,113914,achievement
25454,113915,leisure
25455,113916,achievement
25456,113917,leisure
25457,113918,bonding
25458,113919,affection
25459,113920,achievement
25460,113921,achievement
25461,113922,enjoy_the_moment
25462,113923,achievement
25463,113924,bonding
25464,113925,achievement
25465,113926,affection
25466,113927,achievement
25467,113928,enjoy_the_moment
25468,113929,achievement
25469,113930,achievement
25470,113931,achievement
25471,113932,achievement
25472,113934,enjoy_the_moment
25473,113935,bonding
25474,113936,bonding
25475,113937,affection
25476,113938,bonding
25477,113939,leisure
25478,113940,bonding
25479,113941,achievement
25480,113943,achievement
25481,113944,nature
25482,113945,bonding
25483,113946,affection
25484,113947,achievement
25485,113948,affection
25486,113949,achievement
25487,113950,affection
25488,113951,achievement
25489,113952,bonding
25490,113953,enjoy_the_moment
25491,113954,enjoy_the_moment
25492,113955,affection
25493,113956,achievement
25494,113957,affection
25495,113958,exercise
25496,113959,affection
25497,113960,affection
25498,113961,exercise
25499,113962,achievement
25500,113963,leisure
25501,113964,bonding
25502,113965,achievement
25503,113966,nature
25504,113967,affection
25505,113968,affection
25506,113969,affection
25507,113970,enjoy_the_moment
25508,113971,affection
25509,113972,enjoy_the_moment
25510,113973,achievement
25511,113974,affection
25512,113975,achievement
25513,113976,affection
25514,113977,affection
25515,113978,affection
25516,113979,achievement
25517,113980,achievement
25518,113981,affection
25519,113982,affection
25520,113983,affection
25521,113984,leisure
25522,113985,achievement
25523,113986,affection
25524,113987,affection
25525,113988,achievement
25526,113989,bonding
25527,113990,affection
25528,113991,affection
25529,113992,achievement
25530,113993,achievement
25531,113994,achievement
25532,113995,achievement
25533,113996,affection
25534,113997,nature
25535,113998,achievement
25536,113999,achievement
25537,114000,affection
25538,114001,bonding
25539,114002,bonding
25540,114003,affection
25541,114004,leisure
25542,114005,affection
25543,114006,bonding
25544,114007,affection
25545,114008,achievement
25546,114009,achievement
25547,114010,achievement
25548,114011,achievement
25549,114012,enjoy_the_moment
25550,114013,achievement
25551,114014,achievement
25552,114015,nature
25553,114016,achievement
25554,114017,leisure
25555,114018,enjoy_the_moment
25556,114019,achievement
25557,114020,achievement
25558,114021,affection
25559,114022,achievement
25560,114023,achievement
25561,114024,leisure
25562,114025,achievement
25563,114026,achievement
25564,114027,bonding
25565,114028,enjoy_the_moment
25566,114029,affection
25567,114030,achievement
25568,114031,affection
25569,114032,affection
25570,114033,enjoy_the_moment
25571,114034,enjoy_the_moment
25572,114035,achievement
25573,114036,affection
25574,114037,achievement
25575,114038,achievement
25576,114039,nature
25577,114040,affection
25578,114041,enjoy_the_moment
25579,114042,achievement
25580,114043,affection
25581,114044,affection
25582,114045,achievement
25583,114046,bonding
25584,114047,enjoy_the_moment
25585,114048,affection
25586,114049,affection
25587,114050,affection
25588,114051,leisure
25589,114052,leisure
25590,114053,affection
25591,114054,affection
25592,114055,achievement
25593,114056,achievement
25594,114057,affection
25595,114058,bonding
25596,114059,affection
25597,114060,achievement
25598,114061,exercise
25599,114062,bonding
25600,114063,bonding
25601,114064,enjoy_the_moment
25602,114065,enjoy_the_moment
25603,114066,bonding
25604,114067,achievement
25605,114068,achievement
25606,114069,achievement
25607,114070,achievement
25608,114071,achievement
25609,114072,affection
25610,114073,achievement
25611,114074,affection
25612,114075,achievement
25613,114076,affection
25614,114077,achievement
25615,114078,affection
25616,114079,bonding
25617,114080,achievement
25618,114081,affection
25619,114082,affection
25620,114083,enjoy_the_moment
25621,114084,exercise
25622,114085,achievement
25623,114086,enjoy_the_moment
25624,114087,leisure
25625,114088,exercise
25626,114089,affection
25627,114090,enjoy_the_moment
25628,114091,leisure
25629,114092,achievement
25630,114093,achievement
25631,114094,bonding
25632,114095,enjoy_the_moment
25633,114096,affection
25634,114097,achievement
25635,114098,achievement
25636,114099,bonding
25637,114100,enjoy_the_moment
25638,114101,affection
25639,114102,enjoy_the_moment
25640,114103,affection
25641,114104,leisure
25642,114105,enjoy_the_moment
25643,114106,achievement
25644,114107,bonding
25645,114108,affection
25646,114109,affection
25647,114110,bonding
25648,114111,bonding
25649,114112,achievement
25650,114113,achievement
25651,114114,enjoy_the_moment
25652,114115,achievement
25653,114116,achievement
25654,114117,leisure
25655,114118,affection
25656,114119,affection
25657,114120,achievement
25658,114121,nature
25659,114122,achievement
25660,114123,affection
25661,114124,enjoy_the_moment
25662,114125,enjoy_the_moment
25663,114126,achievement
25664,114127,enjoy_the_moment
25665,114128,achievement
25666,114129,bonding
25667,114130,bonding
25668,114131,leisure
25669,114132,leisure
25670,114133,bonding
25671,114134,enjoy_the_moment
25672,114135,affection
25673,114136,affection
25674,114137,achievement
25675,114138,affection
25676,114139,achievement
25677,114140,affection
25678,114141,affection
25679,114142,bonding
25680,114143,achievement
25681,114144,affection
25682,114145,achievement
25683,114146,achievement
25684,114147,affection
25685,114148,achievement
25686,114149,enjoy_the_moment
25687,114150,affection
25688,114151,nature
25689,114152,affection
25690,114153,achievement
25691,114154,exercise
25692,114155,affection
25693,114156,bonding
25694,114157,achievement
25695,114158,bonding
25696,114159,leisure
25697,114160,exercise
25698,114161,affection
25699,114162,affection
25700,114163,enjoy_the_moment
25701,114164,affection
25702,114165,achievement
25703,114166,achievement
25704,114167,achievement
25705,114168,affection
25706,114169,achievement
25707,114170,bonding
25708,114171,achievement
25709,114172,achievement
25710,114173,achievement
25711,114174,leisure
25712,114175,bonding
25713,114176,achievement
25714,114177,affection
25715,114178,affection
25716,114179,nature
25717,114180,achievement
25718,114181,affection
25719,114182,enjoy_the_moment
25720,114183,leisure
25721,114185,achievement
25722,114186,affection
25723,114187,achievement
25724,114188,enjoy_the_moment
25725,114189,bonding
25726,114190,achievement
25727,114191,achievement
25728,114192,affection
25729,114193,enjoy_the_moment
25730,114194,affection
25731,114195,enjoy_the_moment
25732,114196,affection
25733,114197,achievement
25734,114198,leisure
25735,114199,achievement
25736,114200,affection
25737,114201,affection
25738,114202,affection
25739,114204,bonding
25740,114205,leisure
25741,114206,bonding
25742,114207,affection
25743,114208,achievement
25744,114209,bonding
25745,114210,achievement
25746,114211,affection
25747,114212,bonding
25748,114213,affection
25749,114214,achievement
25750,114215,achievement
25751,114216,achievement
25752,114217,achievement
25753,114218,achievement
25754,114219,affection
25755,114220,affection
25756,114221,achievement
25757,114222,achievement
25758,114223,enjoy_the_moment
25759,114224,achievement
25760,114225,affection
25761,114226,affection
25762,114227,achievement
25763,114228,achievement
25764,114229,achievement
25765,114230,enjoy_the_moment
25766,114231,affection
25767,114232,achievement
25768,114233,achievement
25769,114234,affection
25770,114235,achievement
25771,114236,achievement
25772,114237,enjoy_the_moment
25773,114238,affection
25774,114239,affection
25775,114240,achievement
25776,114241,achievement
25777,114242,enjoy_the_moment
25778,114243,bonding
25779,114244,achievement
25780,114245,achievement
25781,114246,enjoy_the_moment
25782,114247,achievement
25783,114248,affection
25784,114249,achievement
25785,114250,achievement
25786,114251,affection
25787,114252,bonding
25788,114253,affection
25789,114254,affection
25790,114255,enjoy_the_moment
25791,114256,affection
25792,114257,affection
25793,114258,achievement
25794,114259,achievement
25795,114260,affection
25796,114261,achievement
25797,114262,achievement
25798,114263,achievement
25799,114264,achievement
25800,114265,achievement
25801,114266,bonding
25802,114267,bonding
25803,114268,achievement
25804,114269,affection
25805,114270,enjoy_the_moment
25806,114271,enjoy_the_moment
25807,114272,affection
25808,114273,achievement
25809,114274,achievement
25810,114275,leisure
25811,114276,achievement
25812,114277,achievement
25813,114278,leisure
25814,114279,achievement
25815,114280,leisure
25816,114281,achievement
25817,114283,affection
25818,114284,achievement
25819,114285,nature
25820,114286,affection
25821,114287,achievement
25822,114288,affection
25823,114289,affection
25824,114290,affection
25825,114291,bonding
25826,114292,affection
25827,114293,achievement
25828,114294,affection
25829,114295,achievement
25830,114296,achievement
25831,114297,affection
25832,114298,achievement
25833,114299,achievement
25834,114300,achievement
25835,114301,affection
25836,114302,affection
25837,114303,leisure
25838,114304,bonding
25839,114305,achievement
25840,114306,enjoy_the_moment
25841,114307,affection
25842,114308,affection
25843,114309,enjoy_the_moment
25844,114310,affection
25845,114311,affection
25846,114312,achievement
25847,114313,affection
25848,114314,affection
25849,114315,bonding
25850,114316,achievement
25851,114317,achievement
25852,114318,affection
25853,114319,exercise
25854,114320,enjoy_the_moment
25855,114321,achievement
25856,114322,affection
25857,114323,enjoy_the_moment
25858,114324,achievement
25859,114325,affection
25860,114326,achievement
25861,114327,achievement
25862,114328,achievement
25863,114329,achievement
25864,114330,affection
25865,114331,enjoy_the_moment
25866,114332,achievement
25867,114333,enjoy_the_moment
25868,114334,enjoy_the_moment
25869,114335,enjoy_the_moment
25870,114336,exercise
25871,114337,bonding
25872,114338,enjoy_the_moment
25873,114339,achievement
25874,114340,achievement
25875,114341,affection
25876,114342,enjoy_the_moment
25877,114343,exercise
25878,114344,enjoy_the_moment
25879,114345,affection
25880,114346,affection
25881,114347,affection
25882,114348,affection
25883,114349,achievement
25884,114350,affection
25885,114351,leisure
25886,114352,bonding
25887,114353,achievement
25888,114354,affection
25889,114355,achievement
25890,114356,bonding
25891,114357,affection
25892,114358,achievement
25893,114359,achievement
25894,114360,affection
25895,114361,achievement
25896,114362,achievement
25897,114363,affection
25898,114364,achievement
25899,114365,affection
25900,114366,affection
25901,114367,leisure
25902,114368,achievement
25903,114369,achievement
25904,114370,achievement
25905,114371,achievement
25906,114372,bonding
25907,114373,achievement
25908,114374,leisure
25909,114375,affection
25910,114376,affection
25911,114377,leisure
25912,114378,affection
25913,114379,affection
25914,114380,bonding
25915,114381,enjoy_the_moment
25916,114382,bonding
25917,114383,enjoy_the_moment
25918,114384,affection
25919,114385,affection
25920,114386,achievement
25921,114387,enjoy_the_moment
25922,114388,affection
25923,114389,affection
25924,114390,affection
25925,114391,affection
25926,114392,achievement
25927,114393,leisure
25928,114394,affection
25929,114395,achievement
25930,114396,bonding
25931,114397,achievement
25932,114398,leisure
25933,114399,enjoy_the_moment
25934,114400,achievement
25935,114401,achievement
25936,114402,achievement
25937,114403,achievement
25938,114404,affection
25939,114405,bonding
25940,114406,enjoy_the_moment
25941,114407,bonding
25942,114408,enjoy_the_moment
25943,114409,bonding
25944,114410,achievement
25945,114411,achievement
25946,114412,achievement
25947,114413,exercise
25948,114414,affection
25949,114415,leisure
25950,114416,leisure
25951,114417,achievement
25952,114418,achievement
25953,114419,achievement
25954,114420,achievement
25955,114421,nature
25956,114422,achievement
25957,114423,enjoy_the_moment
25958,114424,achievement
25959,114425,leisure
25960,114426,affection
25961,114427,affection
25962,114428,achievement
25963,114429,achievement
25964,114430,achievement
25965,114431,enjoy_the_moment
25966,114432,affection
25967,114433,achievement
25968,114434,enjoy_the_moment
25969,114435,enjoy_the_moment
25970,114436,achievement
25971,114437,leisure
25972,114438,achievement
25973,114439,achievement
25974,114440,affection
25975,114441,affection
25976,114442,enjoy_the_moment
25977,114443,affection
25978,114444,affection
25979,114445,leisure
25980,114446,achievement
25981,114447,affection
25982,114448,achievement
25983,114449,bonding
25984,114450,bonding
25985,114451,affection
25986,114452,affection
25987,114453,achievement
25988,114454,affection
25989,114455,affection
25990,114456,achievement
25991,114457,affection
25992,114458,achievement
25993,114459,achievement
25994,114460,bonding
25995,114461,achievement
25996,114462,achievement
25997,114463,affection
25998,114464,achievement
25999,114465,enjoy_the_moment
26000,114466,achievement
26001,114467,affection
26002,114468,enjoy_the_moment
26003,114469,affection
26004,114470,achievement
26005,114471,affection
26006,114472,bonding
26007,114473,achievement
26008,114474,enjoy_the_moment
26009,114475,affection
26010,114476,affection
26011,114477,enjoy_the_moment
26012,114478,enjoy_the_moment
26013,114479,bonding
26014,114480,achievement
26015,114481,leisure
26016,114482,achievement
26017,114483,bonding
26018,114484,leisure
26019,114485,achievement
26020,114486,achievement
26021,114487,leisure
26022,114488,achievement
26023,114489,achievement
26024,114490,achievement
26025,114491,affection
26026,114492,achievement
26027,114493,enjoy_the_moment
26028,114494,enjoy_the_moment
26029,114495,achievement
26030,114496,affection
26031,114497,enjoy_the_moment
26032,114498,enjoy_the_moment
26033,114499,nature
26034,114500,achievement
26035,114501,enjoy_the_moment
26036,114502,bonding
26037,114503,achievement
26038,114504,affection
26039,114505,affection
26040,114506,affection
26041,114507,enjoy_the_moment
26042,114508,achievement
26043,114509,achievement
26044,114510,affection
26045,114511,affection
26046,114512,affection
26047,114513,affection
26048,114514,leisure
26049,114515,achievement
26050,114516,leisure
26051,114517,enjoy_the_moment
26052,114518,exercise
26053,114519,leisure
26054,114520,enjoy_the_moment
26055,114521,achievement
26056,114522,affection
26057,114523,achievement
26058,114524,leisure
26059,114525,leisure
26060,114526,affection
26061,114527,bonding
26062,114528,achievement
26063,114529,enjoy_the_moment
26064,114530,affection
26065,114531,achievement
26066,114532,leisure
26067,114533,bonding
26068,114534,achievement
26069,114535,affection
26070,114536,bonding
26071,114537,affection
26072,114538,affection
26073,114539,achievement
26074,114540,affection
26075,114541,achievement
26076,114542,bonding
26077,114543,bonding
26078,114544,enjoy_the_moment
26079,114545,achievement
26080,114546,achievement
26081,114547,achievement
26082,114548,affection
26083,114549,bonding
26084,114550,achievement
26085,114551,enjoy_the_moment
26086,114552,achievement
26087,114553,bonding
26088,114554,affection
26089,114555,affection
26090,114556,achievement
26091,114557,leisure
26092,114558,affection
26093,114559,enjoy_the_moment
26094,114560,affection
26095,114561,nature
26096,114562,enjoy_the_moment
26097,114563,enjoy_the_moment
26098,114564,affection
26099,114565,enjoy_the_moment
26100,114566,achievement
26101,114567,leisure
26102,114568,bonding
26103,114569,bonding
26104,114570,affection
26105,114571,leisure
26106,114572,achievement
26107,114573,affection
26108,114574,achievement
26109,114575,affection
26110,114576,affection
26111,114577,achievement
26112,114578,achievement
26113,114579,enjoy_the_moment
26114,114580,enjoy_the_moment
26115,114581,affection
26116,114582,achievement
26117,114583,achievement
26118,114584,affection
26119,114585,achievement
26120,114586,affection
26121,114587,bonding
26122,114588,enjoy_the_moment
26123,114589,affection
26124,114590,bonding
26125,114591,leisure
26126,114592,affection
26127,114593,achievement
26128,114594,leisure
26129,114595,leisure
26130,114596,leisure
26131,114597,bonding
26132,114598,achievement
26133,114599,bonding
26134,114600,affection
26135,114601,enjoy_the_moment
26136,114602,bonding
26137,114603,affection
26138,114604,affection
26139,114606,achievement
26140,114607,leisure
26141,114608,exercise
26142,114609,nature
26143,114610,leisure
26144,114611,leisure
26145,114612,achievement
26146,114613,bonding
26147,114614,affection
26148,114615,achievement
26149,114616,achievement
26150,114617,affection
26151,114618,achievement
26152,114619,bonding
26153,114620,affection
26154,114621,enjoy_the_moment
26155,114622,achievement
26156,114623,achievement
26157,114625,affection
26158,114626,achievement
26159,114627,achievement
26160,114628,affection
26161,114629,leisure
26162,114630,affection
26163,114631,affection
26164,114632,bonding
26165,114633,achievement
26166,114634,affection
26167,114635,achievement
26168,114636,leisure
26169,114637,affection
26170,114638,enjoy_the_moment
26171,114639,affection
26172,114640,bonding
26173,114641,affection
26174,114642,achievement
26175,114643,affection
26176,114644,achievement
26177,114645,enjoy_the_moment
26178,114646,bonding
26179,114647,affection
26180,114648,achievement
26181,114649,enjoy_the_moment
26182,114650,achievement
26183,114651,leisure
26184,114652,affection
26185,114653,leisure
26186,114654,leisure
26187,114655,achievement
26188,114656,affection
26189,114657,bonding
26190,114658,leisure
26191,114659,affection
26192,114660,affection
26193,114661,enjoy_the_moment
26194,114662,enjoy_the_moment
26195,114663,achievement
26196,114664,enjoy_the_moment
26197,114665,enjoy_the_moment
26198,114666,affection
26199,114667,enjoy_the_moment
26200,114668,enjoy_the_moment
26201,114669,achievement
26202,114670,affection
26203,114671,achievement
26204,114672,leisure
26205,114673,bonding
26206,114674,achievement
26207,114675,achievement
26208,114676,achievement
26209,114677,affection
26210,114678,enjoy_the_moment
26211,114679,affection
26212,114680,leisure
26213,114681,exercise
26214,114682,achievement
26215,114683,achievement
26216,114684,affection
26217,114685,achievement
26218,114686,leisure
26219,114687,achievement
26220,114689,leisure
26221,114691,nature
26222,114692,leisure
26223,114693,achievement
26224,114694,achievement
26225,114695,affection
26226,114696,bonding
26227,114697,enjoy_the_moment
26228,114698,affection
26229,114699,achievement
26230,114700,achievement
26231,114701,exercise
26232,114702,affection
26233,114703,achievement
26234,114704,achievement
26235,114705,leisure
26236,114706,bonding
26237,114707,nature
26238,114708,exercise
26239,114709,affection
26240,114710,achievement
26241,114711,leisure
26242,114712,affection
26243,114713,enjoy_the_moment
26244,114714,achievement
26245,114715,bonding
26246,114716,achievement
26247,114717,affection
26248,114718,affection
26249,114719,achievement
26250,114720,leisure
26251,114721,achievement
26252,114722,enjoy_the_moment
26253,114723,affection
26254,114724,achievement
26255,114725,affection
26256,114726,achievement
26257,114727,enjoy_the_moment
26258,114728,achievement
26259,114729,affection
26260,114730,affection
26261,114731,affection
26262,114732,achievement
26263,114733,enjoy_the_moment
26264,114734,affection
26265,114735,affection
26266,114736,achievement
26267,114737,achievement
26268,114738,affection
26269,114739,affection
26270,114740,achievement
26271,114741,affection
26272,114742,affection
26273,114743,achievement
26274,114744,affection
26275,114745,achievement
26276,114746,achievement
26277,114747,achievement
26278,114748,achievement
26279,114749,achievement
26280,114750,enjoy_the_moment
26281,114751,achievement
26282,114752,bonding
26283,114753,leisure
26284,114754,achievement
26285,114755,achievement
26286,114756,achievement
26287,114757,bonding
26288,114758,leisure
26289,114759,achievement
26290,114760,enjoy_the_moment
26291,114761,affection
26292,114762,affection
26293,114763,enjoy_the_moment
26294,114764,affection
26295,114765,achievement
26296,114766,leisure
26297,114767,affection
26298,114768,affection
26299,114769,bonding
26300,114770,achievement
26301,114771,achievement
26302,114772,affection
26303,114773,enjoy_the_moment
26304,114774,achievement
26305,114775,affection
26306,114776,achievement
26307,114777,leisure
26308,114778,enjoy_the_moment
26309,114779,achievement
26310,114780,achievement
26311,114781,achievement
26312,114782,achievement
26313,114783,enjoy_the_moment
26314,114784,achievement
26315,114785,enjoy_the_moment
26316,114786,enjoy_the_moment
26317,114787,affection
26318,114788,leisure
26319,114789,enjoy_the_moment
26320,114790,achievement
26321,114791,achievement
26322,114792,achievement
26323,114793,leisure
26324,114794,achievement
26325,114795,affection
26326,114796,affection
26327,114797,enjoy_the_moment
26328,114798,bonding
26329,114799,enjoy_the_moment
26330,114800,leisure
26331,114801,bonding
26332,114802,affection
26333,114803,nature
26334,114804,affection
26335,114805,achievement
26336,114806,achievement
26337,114807,bonding
26338,114808,achievement
26339,114809,bonding
26340,114810,leisure
26341,114811,enjoy_the_moment
26342,114812,affection
26343,114813,achievement
26344,114814,leisure
26345,114815,affection
26346,114816,affection
26347,114817,affection
26348,114818,achievement
26349,114819,leisure
26350,114820,leisure
26351,114821,achievement
26352,114822,affection
26353,114823,bonding
26354,114824,achievement
26355,114825,affection
26356,114826,achievement
26357,114827,achievement
26358,114828,affection
26359,114829,exercise
26360,114830,enjoy_the_moment
26361,114831,affection
26362,114832,achievement
26363,114833,achievement
26364,114834,achievement
26365,114835,leisure
26366,114836,achievement
26367,114837,achievement
26368,114838,achievement
26369,114839,achievement
26370,114840,affection
26371,114841,enjoy_the_moment
26372,114842,achievement
26373,114843,achievement
26374,114844,achievement
26375,114845,affection
26376,114846,achievement
26377,114847,leisure
26378,114848,affection
26379,114849,enjoy_the_moment
26380,114850,leisure
26381,114851,affection
26382,114852,enjoy_the_moment
26383,114853,enjoy_the_moment
26384,114854,affection
26385,114855,achievement
26386,114856,enjoy_the_moment
26387,114857,enjoy_the_moment
26388,114858,achievement
26389,114859,enjoy_the_moment
26390,114860,achievement
26391,114861,achievement
26392,114862,achievement
26393,114863,achievement
26394,114864,affection
26395,114865,achievement
26396,114866,achievement
26397,114867,achievement
26398,114868,achievement
26399,114869,enjoy_the_moment
26400,114870,affection
26401,114871,leisure
26402,114872,affection
26403,114873,achievement
26404,114874,leisure
26405,114875,bonding
26406,114876,achievement
26407,114877,affection
26408,114878,leisure
26409,114879,achievement
26410,114880,bonding
26411,114881,achievement
26412,114882,exercise
26413,114883,affection
26414,114884,bonding
26415,114885,affection
26416,114886,achievement
26417,114887,enjoy_the_moment
26418,114888,achievement
26419,114889,achievement
26420,114890,affection
26421,114891,affection
26422,114892,achievement
26423,114893,achievement
26424,114894,enjoy_the_moment
26425,114895,bonding
26426,114896,bonding
26427,114897,enjoy_the_moment
26428,114898,affection
26429,114899,bonding
26430,114900,achievement
26431,114901,affection
26432,114902,enjoy_the_moment
26433,114903,affection
26434,114904,achievement
26435,114905,achievement
26436,114906,affection
26437,114907,nature
26438,114908,achievement
26439,114909,achievement
26440,114910,achievement
26441,114911,leisure
26442,114912,achievement
26443,114913,achievement
26444,114914,achievement
26445,114915,enjoy_the_moment
26446,114916,achievement
26447,114917,exercise
26448,114918,achievement
26449,114919,affection
26450,114920,bonding
26451,114921,achievement
